IBGE7;IBGE;Região;UF;uf_s;Município;Municipio_2013;area;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;Pop_Total2010_MICRO;NºIDENTIFICADOR;q.28.2;idade;q.28.3;q.28.9;q.28.10;q.28.11;q.28.12;q.28.13;D28.2.FaixasEtarias;D28.9;D28.11;D28.9bin1;D28.9bin2;D28.9bin3;D28.10bin1;D28.10bin2;D28.10bin3;D28.10bin4;D28.10bin5;D28.11bin1;D28.11bin2;D28.11bin3;D28.11bin4;D28.9bin1_sum;D28.9bin2_sum;D28.9bin3_sum;D28.10bin1_sum;D28.10bin2_sum;D28.10bin3_sum;D28.10bin4_sum;D28.10bin5_sum;D28.11bin1_sum;D28.11bin2_sum;D28.11bin3_sum;D28.11bin4_sum;nu_trabalhadores
2111300;211130;2;21;MA;São Luís;São Luís;827,14;1014837;958522;56315;Metrópole;1309330;2111300000000;20/11/1982;35;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;09/07/2010;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2,00;2,00;3,00;2,00;;;;;;;;7,00;7
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;18/04/1983;34;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;25/01/2016;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;27/09/1983;34;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;24/05/2017;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;19/03/1983;34;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;01/11/2017;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;01/11/1950;67;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;02/12/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;02/07/1951;66;Feminino;Doutorado;Pedagogo;Sem Vínculo;Família Acolhedora;10/02/2012;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;15/05/1960;57;Feminino;Mestrado;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;29/07/2016;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;22/12/1960;57;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;10/03/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;29/07/1974;43;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;03/08/2017;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;19/06/1964;53;Feminino;Especialização;Pedagogo;Sem Vínculo;Família Acolhedora;20/01/2016;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;12/10/1947;70;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;22/09/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;31/03/1962;55;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;20/04/2017;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;05/05/1972;45;Feminino;Superior Completo;Assistente Social;Sem Vínculo;Família Acolhedora;13/07/2016;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;19/08/1969;48;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;08/11/2016;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;26/05/1974;43;Feminino;Superior Completo;Assistente Social;Sem Vínculo;Família Acolhedora;09/03/2017;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;27/02/1969;48;Masculino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;23/06/2017;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;11/11/1966;51;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;14/03/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;15/07/1975;42;Feminino;Superior Completo;Nutricionista;Sem Vínculo;Família Acolhedora;16/10/2017;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2211001;221100;2;22;PI;Teresina;Teresina;1755,70;814230;767557;46673;Grande;999256;2211000000000;21/07/1978;39;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;30/08/2017;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;2,00;6,00;2,00;2,00;;;;;;;18,00;18
2300804;230080;2;23;CE;Antonina do Norte;Antonina do Norte;260,10;6984;4999;1985;Pequeno I;96702;2300800000000;03/04/1963;54;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;08/06/2017;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1,00;2,00;;;;;;;;;;3,00;3
2300804;230080;2;23;CE;Antonina do Norte;Antonina do Norte;260,10;6984;4999;1985;Pequeno I;96702;2300800000000;29/07/1997;20;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;03/10/2017;De 16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;2,00;;;;;;;;;;3,00;3
2300804;230080;2;23;CE;Antonina do Norte;Antonina do Norte;260,10;6984;4999;1985;Pequeno I;96702;2300800000000;21/04/1983;34;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;28/08/2017;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;2,00;;;;;;;;;;3,00;3
2403103;240310;2;24;RN;Currais Novos;Currais Novos;864,34;42652;37777;4875;Pequeno II;118828;2403100000000;01/03/1966;51;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/03/2016;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;3,00;;;;;;;;;;4,00;4
2403103;240310;2;24;RN;Currais Novos;Currais Novos;864,34;42652;37777;4875;Pequeno II;118828;2403100000000;01/09/1967;50;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/03/2016;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;3,00;;;;;;;;;;4,00;4
2403103;240310;2;24;RN;Currais Novos;Currais Novos;864,34;42652;37777;4875;Pequeno II;118828;2403100000000;16/07/1973;44;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;01/03/2016;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;3,00;;;;;;;;;;4,00;4
2403103;240310;2;24;RN;Currais Novos;Currais Novos;864,34;42652;37777;4875;Pequeno II;118828;2403100000000;22/07/1951;66;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/03/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1,00;3,00;;;;;;;;;;4,00;4
2411056;241105;2;24;RN;Tibau;Tibau;162,40;3687;2835;852;Pequeno I;332679;2411050000000;07/07/1975;42;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;10/08/2017;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2,00;;;;;;;;;;;2,00;2
2411056;241105;2;24;RN;Tibau;Tibau;162,40;3687;2835;852;Pequeno I;332679;2411050000000;14/07/1949;68;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;21/07/2015;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2,00;;;;;;;;;;;2,00;2
2507507;250750;2;25;PB;João Pessoa;João Pessoa;210,55;723515;720785;2730;Grande;1034615;2507500000000;27/02/1961;56;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;26/10/2016;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;1,00;1,00;1,00;;;;;;;;3,00;3
2507507;250750;2;25;PB;João Pessoa;João Pessoa;210,55;723515;720785;2730;Grande;1034615;2507500000000;07/01/1966;51;Masculino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;09/04/2014;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1,00;1,00;1,00;1,00;;;;;;;;3,00;3
2507507;250750;2;25;PB;João Pessoa;João Pessoa;210,55;723515;720785;2730;Grande;1034615;2507500000000;12/04/1974;43;Feminino;Superior Completo;Pedagogo;Sem Vínculo;Família Acolhedora;02/03/2009;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;1,00;1,00;1,00;1,00;;;;;;;;3,00;3
2904605;290460;2;29;BA;Brumado;Brumado;2166,53;64602;45131;19471;Médio;235970;2904600000000;03/05/1960;57;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;17/10/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1,00;3,00;;;;;;;;;;4,00;4
2904605;290460;2;29;BA;Brumado;Brumado;2166,53;64602;45131;19471;Médio;235970;2904600000000;03/05/1960;57;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;03/05/2016;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;3,00;;;;;;;;;;4,00;4
2904605;290460;2;29;BA;Brumado;Brumado;2166,53;64602;45131;19471;Médio;235970;2904600000000;19/06/1965;52;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;10/10/2016;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;3,00;;;;;;;;;;4,00;4
2904605;290460;2;29;BA;Brumado;Brumado;2166,53;64602;45131;19471;Médio;235970;2904600000000;20/02/1970;47;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;03/05/2016;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;1,00;3,00;;;;;;;;;;4,00;4
2905008;290500;2;29;BA;Caculé;Caculé;685,91;22236;13309;8927;Pequeno II;371379;2905000000000;12/08/1977;40;Feminino;Superior Incompleto;Profissional de nível médio;Sem Vínculo;Família Acolhedora;19/02/2013;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3,00;2,00;;;;;;;;;;5,00;5
2905008;290500;2;29;BA;Caculé;Caculé;685,91;22236;13309;8927;Pequeno II;371379;2905000000000;04/01/1987;30;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;19/02/2013;De 30 a 39 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;2,00;;;;;;;;;;5,00;5
2905008;290500;2;29;BA;Caculé;Caculé;685,91;22236;13309;8927;Pequeno II;371379;2905000000000;25/03/1991;26;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;29/10/2015;De 16 a 29 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;2,00;;;;;;;;;;5,00;5
2905008;290500;2;29;BA;Caculé;Caculé;685,91;22236;13309;8927;Pequeno II;371379;2905000000000;06/08/1983;34;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;07/04/2016;De 30 a 39 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3,00;2,00;;;;;;;;;;5,00;5
2905008;290500;2;29;BA;Caculé;Caculé;685,91;22236;13309;8927;Pequeno II;371379;2905000000000;05/10/1973;44;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;20/10/2011;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;2,00;;;;;;;;;;5,00;5
2910750;291075;2;29;BA;Fátima;Fátima;356,28;17652;6916;10736;Pequeno I;309450;2910750000000;18/05/1965;52;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;16/03/2017;De 50 a 85 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;2,00;;;;;;;;;;2,00;2
2910750;291075;2;29;BA;Fátima;Fátima;356,28;17652;6916;10736;Pequeno I;309450;2910750000000;02/04/1976;41;Masculino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;06/03/2017;De 40 a 49 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;2,00;;;;;;;;;;2,00;2
2921500;292150;2;29;BA;Monte Santo;Monte Santo;3285,17;52338;8845;43493;Médio;298180;2921500000000;14/03/1970;47;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;02/01/2016;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;6,00;;;;;;;;;;;6,00;6
2921500;292150;2;29;BA;Monte Santo;Monte Santo;3285,17;52338;8845;43493;Médio;298180;2921500000000;05/12/1969;48;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;02/01/2016;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;6,00;;;;;;;;;;;6,00;6
2921500;292150;2;29;BA;Monte Santo;Monte Santo;3285,17;52338;8845;43493;Médio;298180;2921500000000;03/02/1976;41;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/02/2016;De 40 a 49 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;6,00;;;;;;;;;;;6,00;6
2921500;292150;2;29;BA;Monte Santo;Monte Santo;3285,17;52338;8845;43493;Médio;298180;2921500000000;12/06/1965;52;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;02/01/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;6,00;;;;;;;;;;;6,00;6
2921500;292150;2;29;BA;Monte Santo;Monte Santo;3285,17;52338;8845;43493;Médio;298180;2921500000000;01/09/1942;75;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;02/01/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;6,00;;;;;;;;;;;6,00;6
2921500;292150;2;29;BA;Monte Santo;Monte Santo;3285,17;52338;8845;43493;Médio;298180;2921500000000;11/09/1963;54;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;02/01/2016;De 50 a 85 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;6,00;;;;;;;;;;;6,00;6
2933307;293330;2;29;BA;Vitória da Conquista;Vitória da Conquista;3204,26;306866;274739;32127;Grande;626807;2933300000000;21/04/1978;39;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;02/02/2016;De 30 a 39 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;;3,00;;;;1,00;;;;;3,00;3
2933307;293330;2;29;BA;Vitória da Conquista;Vitória da Conquista;3204,26;306866;274739;32127;Grande;626807;2933300000000;08/08/1965;52;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;30/04/2013;De 50 a 85 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;;3,00;;;;1,00;;;;;3,00;3
2933307;293330;2;29;BA;Vitória da Conquista;Vitória da Conquista;3204,26;306866;274739;32127;Grande;626807;2933300000000;28/01/1968;49;Feminino;Superior Completo;Advogado;Sem Vínculo;Família Acolhedora;10/03/2014;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;Advogado;;;;;Outros vínculos não permanentes;;;3,00;;;;1,00;;;;;3,00;3
3106002;310600;3;31;MG;Bela Vista de Minas;Bela Vista de Minas;108,61;10004;9378;626;Pequeno I;379237;3106000000000;21/03/1977;40;Masculino;Superior Completo;Assistente Social;Sem Vínculo;Família Acolhedora;11/08/2016;De 40 a 49 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;4,00;1,00;;1,00;;;;;;;5,00;5
